TIME,TEMPERATURE_IN_BME,TEMPERATURE_IN_SCD,TEMPERATURE_IN_DS,TEMPERATURE_OUT_BME,TEMPERATURE_OUT_SCD,TEMPERATURE_OUT_DS,TEMPERATURE_OUT_SFM,TEMPERATURE_C_BME,TEMPERATURE_C1_DS,TEMPERATURE_C2_DS,TEMPERATURE_C3_DS,HUMIDITY_IN_BME,HUMIDITY_IN_SCD,HUMIDITY_OUT_BME,HUMIDITY_OUT_SCD,CO2_IN_SCD,CO2_OUT_SCD,PRESSURE_IN_BME ,PRESSURE_OUT_BME,PRESSURE_C_BME,AIRFLOW_OUT_SFM
Mon Sep  5 23:28:19 2022,22.9,24.1214599609375,22.875,26.7,27.021438598632812,25.437,26.94,25.5,24.375,23.875,25.062,42.8 %,39.57977294921875,52.0 %,58.4136962890625,501.5331115722656,725.38330078125,995.328,995.476,995.782,36.43529411764706
Mon Sep  5 23:29:19 2022,23.0,24.0360107421875,22.875,26.7,27.008087158203125,25.437,26.91,25.5,24.375,23.937,25.062,42.8 %,39.83154296875,52.4 %,58.9263916015625,502.6893310546875,728.7322387695312,995.318,995.496,995.775,36.641176470588235
Mon Sep  5 23:30:19 2022,23.0,23.979934692382812,22.875,26.8,27.008087158203125,25.437,26.92,25.5,24.375,23.875,25.062,42.7 %,39.69573974609375,51.6 %,57.34710693359375,499.8836364746094,729.3096313476562,995.306,995.513,995.779,36.629411764705885
Mon Sep  5 23:31:19 2022,22.9,23.966583251953125,22.875,26.8,27.021438598632812,25.437,26.925,25.4,24.375,23.875,25.062,42.8 %,39.73236083984375,51.5 %,57.68585205078125,498.1940002441406,728.887939453125,995.327,995.463,995.792,36.56470588235294
Mon Sep  5 23:32:20 2022,22.9,23.9932861328125,22.875,26.9,27.008087158203125,25.437,26.885,25.4,24.375,23.875,25.0,42.9 %,39.9322509765625,51.9 %,58.58154296875,497.06121826171875,729.149658203125,995.328,995.499,995.809,36.911764705882355
Mon Sep  5 23:33:20 2022,22.9,23.878463745117188,22.812,26.9,27.008087158203125,25.437,26.94,25.4,24.375,23.875,25.062,43.3 %,40.41900634765625,51.6 %,58.3892822265625,499.02703857421875,729.2139282226562,995.275,995.426,995.801,36.694117647058825
Mon Sep  5 23:34:20 2022,22.9,23.894485473632812,22.812,26.9,26.965362548828125,25.437,26.86,25.4,24.375,23.875,25.0,43.6 %,40.80352783203125,51.4 %,57.82318115234375,499.67950439453125,726.19921875,995.332,995.490,995.770,37.3235294117647
Mon Sep  5 23:35:20 2022,22.9,23.8651123046875,22.812,26.9,27.008087158203125,25.437,26.93,25.4,24.375,23.875,25.0,43.5 %,40.51055908203125,50.9 %,57.00225830078125,500.45263671875,723.1275634765625,995.302,995.472,995.739,36.3
Mon Sep  5 23:36:21 2022,22.9,23.894485473632812,22.812,26.9,26.994735717773438,25.437,26.885,25.4,24.375,23.875,25.062,43.3 %,40.2252197265625,51.5 %,58.37554931640625,498.69207763671875,724.9551391601562,995.295,995.435,995.753,36.64705882352941
Mon Sep  5 23:37:21 2022,22.9,23.923858642578125,22.812,26.8,26.978713989257812,25.437,26.985,25.4,24.375,23.875,25.0,43.0 %,39.92462158203125,51.3 %,57.8033447265625,497.4368896484375,722.7097778320312,995.268,995.450,995.731,37.0
Mon Sep  5 23:38:21 2022,22.9,23.937210083007812,22.812,26.8,26.978713989257812,25.437,26.85,25.4,24.375,23.875,25.0,43.0 %,39.8468017578125,51.6 %,58.10546875,495.87298583984375,721.85302734375,995.266,995.422,995.696,35.911764705882355
Mon Sep  5 23:39:21 2022,22.9,23.953231811523438,22.812,26.7,26.978713989257812,25.375,26.87,25.4,24.375,23.875,25.0,42.7 %,39.5477294921875,51.3 %,57.4981689453125,496.92437744140625,720.5653076171875,995.233,995.405,995.727,36.64705882352941
Mon Sep  5 23:40:22 2022,22.9,23.937210083007812,22.75,26.7,26.952011108398438,25.375,26.91,25.4,24.375,23.875,25.0,42.7 %,39.4927978515625,51.1 %,57.21435546875,494.2021484375,720.8623046875,995.238,995.374,995.692,36.60588235294118
Mon Sep  5 23:41:22 2022,22.9,23.9078369140625,22.812,26.7,26.965362548828125,25.375,26.915,25.4,24.375,23.875,25.0,42.7 %,39.66217041015625,51.6 %,58.001708984375,494.1943664550781,721.8171997070312,995.217,995.388,995.706,36.04117647058823
Mon Sep  5 23:42:22 2022,22.9,23.953231811523438,22.812,26.7,26.965362548828125,25.375,26.86,25.4,24.375,23.812,25.0,42.8 %,39.77203369140625,51.3 %,57.58819580078125,495.8267517089844,721.0670166015625,995.189,995.344,995.691,36.36470588235294
Mon Sep  5 23:43:22 2022,22.9,23.937210083007812,22.812,26.6,26.935989379882812,25.375,26.855,25.4,24.375,23.875,25.0,42.8 %,39.70489501953125,51.4 %,57.6385498046875,497.7607421875,722.251220703125,995.155,995.317,995.604,36.59411764705882
Mon Sep  5 23:44:22 2022,22.9,23.937210083007812,22.75,26.6,26.922637939453125,25.375,26.865,25.4,24.375,23.812,25.0,42.9 %,39.7308349609375,51.3 %,56.787109375,495.6160888671875,724.8489379882812,995.135,995.284,995.597,37.3
Mon Sep  5 23:45:23 2022,22.9,23.937210083007812,22.75,26.6,26.935989379882812,25.312,26.81,25.4,24.375,23.812,25.0,42.9 %,39.794921875,51.2 %,56.70928955078125,495.80963134765625,723.3006591796875,995.097,995.253,995.534,36.67058823529412
Mon Sep  5 23:46:23 2022,22.8,23.9078369140625,22.75,26.6,26.909286499023438,25.312,26.85,25.4,24.375,23.875,24.937,43.1 %,40.01617431640625,51.4 %,57.56683349609375,495.0883483886719,724.297119140625,995.069,995.235,995.543,37.076470588235296
Mon Sep  5 23:47:23 2022,22.9,23.923858642578125,22.687,26.5,26.935989379882812,25.312,26.78,25.4,24.312,23.812,25.0,43.0 %,39.7552490234375,51.7 %,57.391357421875,495.1404113769531,726.1906127929688,995.024,995.205,995.510,36.54117647058823
Mon Sep  5 23:48:23 2022,22.9,23.937210083007812,22.687,26.5,26.909286499023438,25.312,26.86,25.4,24.312,23.812,25.0,42.6 %,39.32342529296875,51.5 %,57.098388671875,494.9883117675781,727.1968994140625,995.045,995.215,995.531,36.35294117647059
Mon Sep  5 23:49:24 2022,22.8,23.878463745117188,22.687,26.6,26.909286499023438,25.312,26.755,25.4,24.375,23.812,24.937,42.7 %,39.5538330078125,51.0 %,56.549072265625,494.1993713378906,726.2783813476562,995.056,995.242,995.506,35.98823529411764
Mon Sep  5 23:50:24 2022,22.8,23.937210083007812,22.687,26.5,26.909286499023438,25.312,26.735,25.4,24.312,23.812,24.937,42.8 %,39.63623046875,51.1 %,56.77032470703125,494.5539245605469,726.5667724609375,995.026,995.229,995.553,36.64705882352941
Mon Sep  5 23:51:24 2022,22.8,23.894485473632812,22.687,26.6,26.909286499023438,25.312,26.805,25.3,24.312,23.812,24.937,43.1 %,40.05584716796875,51.3 %,57.4005126953125,493.10125732421875,727.5000610351562,995.037,995.226,995.524,36.423529411764704
Mon Sep  5 23:52:24 2022,22.8,23.851760864257812,22.687,26.6,26.89593505859375,25.312,26.81,25.3,24.312,23.812,24.937,43.2 %,40.07568359375,50.9 %,56.69097900390625,493.0239562988281,725.9779663085938,995.045,995.217,995.498,36.09411764705882
Mon Sep  5 23:53:24 2022,22.8,23.851760864257812,22.687,26.6,26.879913330078125,25.312,26.825,25.3,24.312,23.812,24.937,43.5 %,40.43121337890625,51.0 %,57.025146484375,488.7763366699219,724.2959594726562,995.035,995.240,995.491,36.7
Mon Sep  5 23:54:25 2022,22.8,23.851760864257812,22.625,26.6,26.89593505859375,25.312,26.76,25.3,24.312,23.812,24.937,43.5 %,40.2862548828125,51.3 %,57.48443603515625,492.3620300292969,723.77294921875,995.035,995.198,995.510,36.4
Mon Sep  5 23:55:25 2022,22.8,23.8651123046875,22.625,26.5,26.89593505859375,25.312,26.81,25.3,24.312,23.812,24.937,43.1 %,40.03753662109375,51.4 %,57.196044921875,493.1569519042969,728.5941162109375,995.015,995.179,995.461,36.423529411764704
Mon Sep  5 23:56:25 2022,22.8,23.835739135742188,22.625,26.5,26.866561889648438,25.312,26.81,25.3,24.312,23.812,24.937,43.2 %,39.9688720703125,50.9 %,56.4300537109375,492.6584167480469,729.6422119140625,994.981,995.135,995.431,36.247058823529414
Mon Sep  5 23:57:25 2022,22.8,23.8651123046875,22.625,26.5,26.866561889648438,25.25,26.805,25.3,24.312,23.812,24.875,43.4 %,40.15655517578125,51.5 %,57.80487060546875,493.09674072265625,731.6815795898438,994.965,995.137,995.388,35.705882352941174
Mon Sep  5 23:58:25 2022,22.7,23.878463745117188,22.625,26.5,26.85321044921875,25.25,26.8,25.3,24.312,23.812,24.875,42.8 %,39.4744873046875,51.3 %,57.14111328125,493.6986999511719,730.5437622070312,994.915,995.141,995.410,36.476470588235294
Mon Sep  5 23:59:26 2022,22.8,23.851760864257812,22.625,26.6,26.866561889648438,25.25,26.775,25.3,24.312,23.812,24.875,42.8 %,39.61639404296875,51.1 %,56.9793701171875,494.2342224121094,728.7984008789062,994.930,995.108,995.365,36.870588235294115
Tue Sep  6 00:00:26 2022,22.8,23.878463745117188,22.625,26.6,26.837188720703125,25.25,26.72,25.3,24.25,23.75,24.937,42.8 %,39.54010009765625,51.1 %,56.8511962890625,494.0377197265625,728.3135986328125,994.965,995.102,995.421,36.22941176470588
Tue Sep  6 00:01:26 2022,22.8,23.8223876953125,22.625,26.6,26.85321044921875,25.25,26.725,25.3,24.312,23.812,24.875,42.6 %,39.40277099609375,50.6 %,55.889892578125,492.6299743652344,727.3346557617188,994.943,995.146,995.449,35.71764705882353
Tue Sep  6 00:02:27 2022,22.8,23.8223876953125,22.562,26.6,26.837188720703125,25.25,26.78,25.3,24.25,23.75,24.875,42.6 %,39.41497802734375,51.0 %,57.23114013671875,491.6040954589844,726.10205078125,994.974,995.151,995.428,36.83529411764706
Tue Sep  6 00:03:27 2022,22.8,23.809036254882812,22.625,26.5,26.823837280273438,25.25,26.745,25.3,24.25,23.812,24.875,42.6 %,39.34783935546875,50.7 %,56.72454833984375,488.0167236328125,727.6234741210938,994.970,995.147,995.459,36.970588235294116
Tue Sep  6 00:04:27 2022,22.8,23.8223876953125,22.625,26.5,26.837188720703125,25.25,26.725,25.3,24.25,23.75,24.875,42.5 %,39.41497802734375,51.0 %,56.78253173828125,485.7790222167969,726.9358520507812,995.012,995.182,995.432,36.582352941176474
Tue Sep  6 00:05:27 2022,22.8,23.851760864257812,22.625,26.5,26.823837280273438,25.25,26.74,25.3,24.25,23.75,24.875,42.3 %,38.98468017578125,51.1 %,57.049560546875,484.3141784667969,727.568359375,994.962,995.168,995.453,36.23529411764706
Tue Sep  6 00:06:27 2022,22.8,23.851760864257812,22.625,26.5,26.837188720703125,25.187,26.71,25.3,24.25,23.75,24.875,42.1 %,38.934326171875,50.8 %,56.292724609375,483.6353759765625,727.9259643554688,995.001,995.175,995.482,36.694117647058825
Tue Sep  6 00:07:28 2022,22.7,23.851760864257812,22.625,26.5,26.823837280273438,25.25,26.76,25.3,24.25,23.812,24.875,42.2 %,38.92059326171875,50.5 %,55.74951171875,482.3855895996094,730.1062622070312,994.974,995.169,995.448,36.65882352941176
Tue Sep  6 00:08:28 2022,22.8,23.878463745117188,22.625,26.4,26.823837280273438,25.187,26.745,25.3,24.25,23.75,24.812,42.2 %,38.93585205078125,50.8 %,56.0638427734375,482.89910888671875,731.071533203125,995.009,995.154,995.484,37.05294117647059
Tue Sep  6 00:09:28 2022,22.8,23.894485473632812,22.625,26.4,26.823837280273438,25.187,26.655,25.2,24.25,23.75,24.875,42.2 %,38.96331787109375,50.9 %,56.7138671875,483.6354675292969,729.3085327148438,994.994,995.170,995.472,36.294117647058826
Tue Sep  6 00:10:28 2022,22.8,23.835739135742188,22.687,26.4,26.81048583984375,25.187,26.735,25.2,24.25,23.75,24.812,42.1 %,39.04876708984375,51.3 %,57.159423828125,483.322021484375,729.9102783203125,995.028,995.204,995.492,36.48235294117647
Tue Sep  6 00:11:29 2022,22.8,23.9078369140625,22.687,26.4,26.76776123046875,25.187,26.725,25.2,24.25,23.75,24.812,42.2 %,39.0960693359375,51.2 %,57.31964111328125,485.65966796875,728.8469848632812,995.019,995.172,995.478,37.13529411764706
Tue Sep  6 00:12:29 2022,22.8,23.851760864257812,22.687,26.4,26.797134399414062,25.187,26.715,25.2,24.25,23.75,24.812,42.2 %,39.06402587890625,51.2 %,56.93359375,486.77191162109375,728.3101806640625,995.007,995.163,995.469,37.194117647058825
Tue Sep  6 00:13:29 2022,22.8,23.8651123046875,22.687,26.4,26.797134399414062,25.187,26.69,25.2,24.25,23.75,24.812,42.3 %,39.2242431640625,51.1 %,56.60858154296875,487.780029296875,726.3704833984375,995.005,995.145,995.498,36.23529411764706
Tue Sep  6 00:14:29 2022,22.8,23.851760864257812,22.687,26.4,26.781112670898438,25.187,26.67,25.2,24.25,23.75,24.812,42.3 %,39.22271728515625,51.0 %,56.51702880859375,489.7284851074219,725.322021484375,994.981,995.146,995.466,36.59411764705882
Tue Sep  6 00:15:30 2022,22.8,23.851760864257812,22.687,26.4,26.781112670898438,25.187,26.73,25.2,24.25,23.75,24.812,42.3 %,39.2333984375,51.3 %,57.02972412109375,488.1407165527344,728.5651245117188,994.978,995.138,995.452,36.95882352941177
Tue Sep  6 00:16:30 2022,22.8,23.851760864257812,22.687,26.4,26.781112670898438,25.187,26.695,25.2,24.187,23.75,24.812,42.3 %,39.117431640625,51.1 %,56.51702880859375,489.0799255371094,728.8480834960938,994.988,995.157,995.450,36.582352941176474
Tue Sep  6 00:17:30 2022,22.8,23.835739135742188,22.625,26.4,26.781112670898438,25.187,26.755,25.2,24.25,23.75,24.812,42.3 %,39.19219970703125,51.6 %,57.6019287109375,488.9333801269531,729.434326171875,995.021,995.204,995.502,35.73529411764706
Tue Sep  6 00:18:31 2022,22.8,23.809036254882812,22.625,26.4,26.754409790039062,25.187,26.64,25.2,24.187,23.75,24.75,42.6 %,39.67742919921875,50.8 %,56.08673095703125,490.35089111328125,732.750732421875,995.045,995.169,995.481,36.64705882352941
Tue Sep  6 00:19:31 2022,22.7,23.7796630859375,22.625,26.4,26.781112670898438,25.125,26.67,25.2,24.187,23.75,24.812,43.1 %,40.11993408203125,51.3 %,56.66351318359375,489.4988708496094,729.224853515625,995.051,995.202,995.499,36.12352941176471
Tue Sep  6 00:20:31 2022,22.8,23.809036254882812,22.625,26.4,26.76776123046875,25.187,26.63,25.2,24.187,23.75,24.812,43.2 %,40.240478515625,50.9 %,56.36749267578125,491.3921203613281,726.404052734375,995.099,995.231,995.503,36.18235294117647
Tue Sep  6 00:21:31 2022,22.7,23.766311645507812,22.625,26.4,26.76776123046875,25.125,26.69,25.2,24.187,23.75,24.75,43.1 %,40.0421142578125,51.4 %,57.44171142578125,494.098388671875,730.6720581054688,995.057,995.243,995.525,36.94117647058823
Tue Sep  6 00:22:31 2022,22.7,23.739601135253906,22.625,26.4,26.754409790039062,25.125,26.655,25.2,24.187,23.687,24.75,43.0 %,39.959716796875,50.9 %,56.610107421875,495.9235534667969,730.2260131835938,995.091,995.273,995.537,35.92941176470588
Tue Sep  6 00:23:32 2022,22.7,23.752960205078125,22.625,26.4,26.741050720214844,25.125,26.64,25.2,24.187,23.687,24.75,43.0 %,39.85595703125,51.1 %,57.03582763671875,493.14178466796875,729.814697265625,995.077,995.259,995.565,36.42941176470588
Tue Sep  6 00:24:32 2022,22.7,23.752960205078125,22.625,26.4,26.741050720214844,25.125,26.69,25.2,24.187,23.687,24.75,42.9 %,39.8956298828125,51.4 %,57.35931396484375,494.35174560546875,728.1832275390625,995.056,995.249,995.548,37.1764705882353
Tue Sep  6 00:25:32 2022,22.7,23.7796630859375,22.687,26.4,26.741050720214844,25.125,26.665,25.2,24.187,23.687,24.75,42.9 %,39.89715576171875,51.0 %,56.3629150390625,492.8092346191406,726.9085083007812,995.059,995.224,995.528,36.50588235294118
Tue Sep  6 00:26:33 2022,22.7,23.7796630859375,22.625,26.4,26.754409790039062,25.125,26.675,25.2,24.187,23.687,24.75,42.8 %,39.581298828125,51.0 %,56.77947998046875,491.51116943359375,729.3768920898438,995.065,995.225,995.524,36.62352941176471
Tue Sep  6 00:27:33 2022,22.7,23.7796630859375,22.625,26.4,26.754409790039062,25.125,26.6,25.2,24.187,23.687,24.75,42.7 %,39.51568603515625,50.8 %,56.27899169921875,491.2231750488281,728.625244140625,995.019,995.239,995.512,37.17058823529412
Tue Sep  6 00:28:33 2022,22.7,23.752960205078125,22.625,26.4,26.741050720214844,25.125,26.66,25.2,24.187,23.687,24.75,42.7 %,39.63165283203125,50.8 %,56.4544677734375,491.5302734375,729.9360961914062,995.021,995.221,995.510,35.99411764705882
Tue Sep  6 00:29:33 2022,22.7,23.766311645507812,22.625,26.4,26.72502899169922,25.125,26.645,25.1,24.187,23.687,24.75,42.8 %,39.77813720703125,51.2 %,57.16705322265625,491.9797668457031,728.0376586914062,995.068,995.233,995.484,36.83529411764706
Tue Sep  6 00:30:33 2022,22.8,23.7796630859375,22.625,26.4,26.72502899169922,25.125,26.635,25.1,24.187,23.687,24.75,42.5 %,39.398193359375,51.0 %,56.6741943359375,490.7896728515625,730.551513671875,995.102,995.249,995.542,36.62352941176471
Tue Sep  6 00:31:34 2022,22.8,23.8223876953125,22.625,26.4,26.72502899169922,25.125,26.515,25.1,24.187,23.687,24.75,42.4 %,39.2059326171875,50.8 %,56.4849853515625,490.92669677734375,729.777587890625,995.106,995.253,995.552,36.51764705882353
Tue Sep  6 00:32:34 2022,22.8,23.835739135742188,22.625,26.4,26.72502899169922,25.125,26.575,25.1,24.187,23.687,24.75,42.3 %,39.07623291015625,51.0 %,56.75201416015625,489.64190673828125,730.0606079101562,995.088,995.257,995.548,36.34117647058824
Tue Sep  6 00:33:34 2022,22.8,23.809036254882812,22.625,26.4,26.71167755126953,25.125,26.62,25.1,24.187,23.687,24.687,42.5 %,39.4927978515625,50.8 %,56.50482177734375,488.171630859375,728.7069091796875,995.081,995.254,995.536,36.22352941176471
Tue Sep  6 00:34:34 2022,22.7,23.809036254882812,22.625,26.4,26.72502899169922,25.062,26.64,25.1,24.125,23.687,24.75,42.2 %,38.9678955078125,51.0 %,56.91070556640625,487.3023376464844,731.5736694335938,995.071,995.251,995.563,35.752941176470586
Tue Sep  6 00:35:35 2022,22.8,23.8223876953125,22.625,26.4,26.698326110839844,25.125,26.58,25.1,24.187,23.687,24.687,41.9 %,38.70697021484375,50.8 %,56.63604736328125,487.74462890625,729.7843627929688,995.081,995.225,995.550,37.35294117647059
Tue Sep  6 00:36:35 2022,22.8,23.8223876953125,22.625,26.4,26.68230438232422,25.062,26.58,25.1,24.125,23.687,24.687,42.0 %,38.916015625,50.7 %,56.4453125,486.6257629394531,728.7825927734375,995.078,995.279,995.525,36.55294117647059
Tue Sep  6 00:37:35 2022,22.8,23.835739135742188,22.625,26.4,26.71167755126953,25.062,26.6,25.1,24.187,23.687,24.687,42.1 %,38.98162841796875,50.6 %,56.30340576171875,486.8341064453125,730.009765625,995.113,995.247,995.535,36.36470588235294
Tue Sep  6 00:38:35 2022,22.8,23.809036254882812,22.687,26.4,26.698326110839844,25.062,26.58,25.1,24.125,23.625,24.687,42.2 %,39.09912109375,50.5 %,55.9326171875,484.26031494140625,731.99755859375,995.048,995.231,995.520,36.576470588235296
Tue Sep  6 00:39:36 2022,22.8,23.752960205078125,22.687,26.4,26.68230438232422,25.062,26.63,25.1,24.125,23.687,24.687,42.5 %,39.5660400390625,50.6 %,56.23321533203125,480.8374938964844,728.8303833007812,995.053,995.203,995.544,37.082352941176474
Tue Sep  6 00:40:36 2022,22.7,23.739601135253906,22.625,26.4,26.68230438232422,25.062,26.62,25.1,24.125,23.625,24.625,42.7 %,39.8406982421875,50.5 %,56.03179931640625,483.30755615234375,727.0580444335938,995.075,995.229,995.542,36.85294117647059
Tue Sep  6 00:41:36 2022,22.7,23.795684814453125,22.625,26.3,26.66895294189453,25.062,26.54,25.1,24.125,23.625,24.687,42.6 %,39.38751220703125,50.6 %,56.28509521484375,484.3932189941406,730.9129638671875,995.085,995.266,995.589,36.68235294117647
Tue Sep  6 00:42:36 2022,22.7,23.7796630859375,22.625,26.3,26.698326110839844,25.062,26.545,25.1,24.125,23.625,24.625,42.4 %,39.33258056640625,50.8 %,56.31256103515625,489.4166259765625,734.6760864257812,995.088,995.292,995.582,36.747058823529414
Tue Sep  6 00:43:37 2022,22.8,23.8223876953125,22.562,26.3,26.66895294189453,25.062,26.58,25.1,24.125,23.625,24.687,42.5 %,39.4287109375,50.6 %,56.1065673828125,492.2120056152344,734.4641723632812,995.076,995.268,995.596,36.55882352941177
Tue Sep  6 00:44:37 2022,22.7,23.795684814453125,22.562,26.3,26.66895294189453,25.062,26.6,25.1,24.125,23.625,24.687,42.5 %,39.4378662109375,50.9 %,56.3079833984375,489.6011657714844,737.5973510742188,995.165,995.365,995.634,37.55882352941177
Tue Sep  6 00:45:37 2022,22.7,23.795684814453125,22.562,26.3,26.68230438232422,25.0,26.51,25.1,24.125,23.625,24.625,42.5 %,39.38751220703125,50.9 %,56.298828125,486.67364501953125,735.766845703125,995.139,995.320,995.618,36.870588235294115
Tue Sep  6 00:46:37 2022,22.7,23.739601135253906,22.562,26.3,26.63957977294922,25.062,26.57,25.1,24.125,23.625,24.687,42.5 %,39.39361572265625,50.9 %,56.33544921875,485.8678283691406,736.4957885742188,995.141,995.358,995.610,36.629411764705885
Tue Sep  6 00:47:38 2022,22.7,23.8223876953125,22.562,26.3,26.71167755126953,25.062,26.505,25.1,24.062,23.625,24.625,42.4 %,39.3096923828125,50.7 %,56.25762939453125,485.0019836425781,735.2828979492188,995.160,995.324,995.628,36.76470588235294
Tue Sep  6 00:48:38 2022,22.7,23.795684814453125,22.625,26.3,26.652931213378906,25.0,26.57,25.1,24.125,23.625,24.625,42.6 %,39.5172119140625,50.8 %,56.463623046875,484.59210205078125,734.9530029296875,995.152,995.352,995.648,36.59411764705882
Tue Sep  6 00:49:38 2022,22.7,23.766311645507812,22.562,26.3,26.68230438232422,25.062,26.52,25.1,24.125,23.625,24.625,42.8 %,39.81781005859375,50.9 %,56.59942626953125,486.67608642578125,733.3470458984375,995.159,995.359,995.660,37.16470588235294
Tue Sep  6 00:50:38 2022,22.7,23.739601135253906,22.562,26.3,26.66895294189453,25.0,26.445,25.1,24.062,23.625,24.625,43.2 %,40.24810791015625,51.0 %,56.7779541015625,488.6011962890625,729.020263671875,995.193,995.344,995.706,36.92941176470588
Tue Sep  6 00:51:39 2022,22.7,23.7796630859375,22.5,26.3,26.66895294189453,25.0,26.6,25.0,24.062,23.625,24.625,43.6 %,40.62042236328125,50.7 %,56.2652587890625,489.4419250488281,724.2783203125,995.217,995.410,995.739,36.476470588235294
Tue Sep  6 00:52:39 2022,22.7,23.766311645507812,22.5,26.3,26.66895294189453,25.0,26.47,25.0,24.062,23.625,24.625,43.1 %,39.75067138671875,50.8 %,56.19659423828125,486.9288330078125,722.5873413085938,995.219,995.398,995.728,36.51764705882353
Tue Sep  6 00:53:39 2022,22.6,23.7796630859375,22.5,26.3,26.652931213378906,25.0,26.535,25.0,24.062,23.625,24.625,43.0 %,39.75372314453125,51.2 %,56.74285888671875,486.7737121582031,725.4357299804688,995.228,995.443,995.700,35.73529411764706
Tue Sep  6 00:54:39 2022,22.6,23.8651123046875,22.437,26.2,26.652931213378906,25.0,26.52,25.0,24.062,23.625,24.625,42.9 %,39.51263427734375,50.7 %,56.05010986328125,487.1319274902344,724.4652099609375,995.288,995.436,995.756,36.40588235294118
Tue Sep  6 00:55:39 2022,22.7,23.923858642578125,22.5,26.2,26.623558044433594,25.0,26.52,25.0,24.062,23.625,24.562,42.6 %,38.99078369140625,50.9 %,56.402587890625,489.5593566894531,725.8418579101562,995.289,995.467,995.751,36.38823529411765
Tue Sep  6 00:56:40 2022,22.8,23.979934692382812,22.562,26.2,26.610206604003906,25.0,26.465,25.0,24.062,23.562,24.562,42.4 %,38.97247314453125,50.9 %,56.512451171875,489.373291015625,726.5564575195312,995.309,995.456,995.808,36.05882352941177
Tue Sep  6 00:57:40 2022,22.8,24.009307861328125,22.562,26.2,26.652931213378906,25.0,26.545,25.0,24.062,23.562,24.562,42.3 %,38.81683349609375,51.0 %,56.65130615234375,490.03570556640625,728.1748657226562,995.338,995.464,995.797,36.48235294117647
Tue Sep  6 00:58:40 2022,22.8,24.022659301757812,22.625,26.2,26.623558044433594,25.0,26.46,25.0,24.062,23.562,24.562,41.8 %,38.33160400390625,51.3 %,57.23114013671875,490.6561279296875,731.3959350585938,995.341,995.498,995.791,37.04117647058823
Tue Sep  6 00:59:40 2022,22.9,24.065383911132812,22.625,26.2,26.58350372314453,24.937,26.455,25.0,24.0,23.562,24.562,42.1 %,38.56048583984375,51.1 %,56.19354248046875,489.6248474121094,727.8868408203125,995.306,995.497,995.797,36.476470588235294
Tue Sep  6 01:00:41 2022,22.9,24.092086791992188,22.687,26.2,26.610206604003906,24.937,26.495,25.0,24.062,23.562,24.562,42.2 %,38.90380859375,50.7 %,56.12030029296875,486.8114929199219,725.8792724609375,995.323,995.506,995.819,36.641176470588235
Tue Sep  6 01:01:41 2022,22.9,24.092086791992188,22.687,26.2,26.59685516357422,24.937,26.43,25.0,24.062,23.562,24.562,42.3 %,38.82598876953125,51.2 %,56.8328857421875,488.9217529296875,728.1653442382812,995.375,995.515,995.836,36.7
Tue Sep  6 01:02:41 2022,22.9,24.049362182617188,22.687,26.2,26.58350372314453,24.937,26.405,25.0,24.062,23.562,24.562,42.1 %,38.48114013671875,51.1 %,56.4849853515625,488.81036376953125,728.391845703125,995.380,995.545,995.858,37.305882352941175
Tue Sep  6 01:03:41 2022,22.9,24.0787353515625,22.75,26.3,26.58350372314453,24.937,26.465,25.0,24.0,23.562,24.562,42.0 %,38.75732421875,50.8 %,56.2835693359375,488.50103759765625,724.818359375,995.385,995.611,995.890,36.54705882352941
Tue Sep  6 01:04:42 2022,22.9,24.065383911132812,22.75,26.3,26.55413055419922,24.937,26.46,25.0,24.0,23.562,24.562,42.4 %,39.16473388671875,50.8 %,56.63604736328125,488.56463623046875,725.28857421875,995.409,995.616,995.860,36.258823529411764
Tue Sep  6 01:05:42 2022,22.9,24.092086791992188,22.75,26.2,26.567481994628906,24.937,26.46,25.0,24.0,23.562,24.562,42.4 %,39.16778564453125,50.5 %,55.91278076171875,488.374267578125,726.3739624023438,995.435,995.594,995.918,36.39411764705882
Tue Sep  6 01:06:42 2022,22.9,24.108108520507812,22.75,26.2,26.567481994628906,24.937,26.405,25.0,24.0,23.562,24.562,42.5 %,39.21051025390625,50.7 %,56.427001953125,488.57464599609375,727.100830078125,995.417,995.608,995.900,36.311764705882354
Tue Sep  6 01:07:42 2022,22.9,24.0787353515625,22.75,26.2,26.567481994628906,24.937,26.435,25.0,24.0,23.5,24.562,42.7 %,39.46685791015625,50.5 %,55.9356689453125,489.6373596191406,724.3815307617188,995.464,995.681,995.959,36.417647058823526
Tue Sep  6 01:08:43 2022,23.0,24.092086791992188,22.75,26.2,26.524757385253906,24.937,26.41,25.0,24.0,23.562,24.562,42.4 %,38.91754150390625,50.7 %,56.329345703125,488.0673828125,721.5360107421875,995.525,995.710,996.012,37.38235294117647
Tue Sep  6 01:09:43 2022,23.0,24.134811401367188,22.75,26.3,26.55413055419922,24.937,26.395,25.0,24.0,23.562,24.5,42.6 %,39.501953125,50.7 %,56.53533935546875,487.8558654785156,721.72412109375,995.580,995.758,996.036,37.31764705882353
Tue Sep  6 01:10:43 2022,23.0,24.1641845703125,22.812,26.2,26.524757385253906,24.875,26.4,25.0,24.0,23.562,24.562,42.2 %,38.72833251953125,50.5 %,56.1737060546875,487.43896484375,722.4468383789062,995.672,995.843,996.111,35.60588235294118
