TIME,TEMPERATURE_IN_BME,TEMPERATURE_IN_SCD,TEMPERATURE_IN_DS,TEMPERATURE_OUT_BME,TEMPERATURE_OUT_SCD,TEMPERATURE_OUT_DS,TEMPERATURE_OUT_SFM,TEMPERATURE_C_BME,TEMPERATURE_C1_DS,TEMPERATURE_C2_DS,TEMPERATURE_C3_DS,HUMIDITY_IN_BME,HUMIDITY_IN_SCD,HUMIDITY_OUT_BME,HUMIDITY_OUT_SCD,CO2_IN_SCD,CO2_OUT_SCD,PRESSURE_IN_BME ,PRESSURE_OUT_BME,PRESSURE_C_BME,AIRFLOW_OUT_SFM
Mon Sep  5 20:08:30 2022,25.3,26.50873565673828,25.187,29.0,28.295188903808594,26.875,28.005,26.2,24.687,24.625,25.687,37.0 %,34.44671630859375,47.3 %,55.77239990234375,487.60528564453125,633.2422485351562,996.042,996.215,996.414,36.54705882352941
Mon Sep  5 20:09:31 2022,25.2,26.41260528564453,25.187,28.8,28.295188903808594,26.875,27.975,26.2,24.687,24.625,25.687,36.5 %,33.404541015625,47.7 %,56.097412109375,485.4056396484375,636.4619750976562,996.084,996.210,996.392,36.59411764705882
Mon Sep  5 20:10:31 2022,25.2,26.36988067626953,25.125,28.7,28.26581573486328,26.875,28.06,26.2,24.687,24.625,25.687,36.6 %,33.38470458984375,47.9 %,56.15081787109375,485.2091979980469,632.743408203125,996.061,996.230,996.444,36.07058823529412
Mon Sep  5 20:11:31 2022,25.2,26.38323211669922,25.125,28.7,28.281837463378906,26.875,27.94,26.2,24.687,24.625,25.75,36.8 %,33.78753662109375,48.2 %,56.31103515625,486.0293273925781,633.0761108398438,996.092,996.213,996.455,36.39411764705882
Mon Sep  5 20:12:31 2022,25.2,26.353858947753906,25.062,28.7,28.209732055664062,26.812,27.93,26.2,24.687,24.625,25.75,36.7 %,33.8348388671875,48.3 %,56.34307861328125,486.0421142578125,634.4924926757812,996.096,996.237,996.454,36.641176470588235
Mon Sep  5 20:13:31 2022,25.3,26.41260528564453,25.062,28.7,28.239105224609375,26.812,27.965,26.2,24.687,24.625,25.75,36.4 %,33.28857421875,48.3 %,56.3812255859375,498.06097412109375,634.493408203125,996.106,996.187,996.488,36.023529411764706
Mon Sep  5 20:14:32 2022,25.4,26.36988067626953,25.062,28.7,28.22308349609375,26.812,27.92,26.2,24.687,24.625,25.75,36.5 %,33.673095703125,48.5 %,56.48040771484375,492.7673034667969,637.0181274414062,996.067,996.214,996.462,35.88823529411765
Mon Sep  5 20:15:32 2022,25.4,26.36988067626953,25.125,28.7,28.209732055664062,26.812,27.885,26.2,24.687,24.625,25.75,36.6 %,33.917236328125,48.4 %,56.44378662109375,490.5898132324219,637.1118774414062,996.057,996.217,996.472,36.0
Mon Sep  5 20:16:32 2022,25.5,26.41260528564453,25.125,28.7,28.196380615234375,26.75,27.93,26.2,24.687,24.625,25.75,36.8 %,34.41009521484375,48.4 %,56.475830078125,489.5699462890625,639.4338989257812,996.051,996.178,996.422,36.76470588235294
Mon Sep  5 20:17:33 2022,25.5,26.34050750732422,25.125,28.6,28.167007446289062,26.812,27.93,26.2,24.687,24.625,25.75,36.6 %,34.12628173828125,48.7 %,56.79779052734375,485.11077880859375,639.3590698242188,996.032,996.248,996.412,36.07058823529412
Mon Sep  5 20:18:33 2022,25.4,26.353858947753906,25.125,28.6,28.153656005859375,26.75,27.885,26.2,24.687,24.625,25.75,36.7 %,34.30023193359375,48.7 %,56.7962646484375,482.88470458984375,640.1957397460938,996.062,996.183,996.399,36.49411764705882
Mon Sep  5 20:19:33 2022,25.4,26.32715606689453,25.125,28.5,28.153656005859375,26.75,27.79,26.2,24.687,24.562,25.75,36.2 %,33.5235595703125,49.0 %,56.97479248046875,481.4469909667969,641.4166259765625,996.039,996.193,996.477,36.36470588235294
Mon Sep  5 20:20:33 2022,25.3,26.313804626464844,25.125,28.3,28.153656005859375,26.75,27.965,26.2,24.687,24.625,25.75,36.2 %,33.59222412109375,49.5 %,57.15484619140625,480.1872253417969,641.84228515625,996.049,996.189,996.433,36.11176470588235
Mon Sep  5 20:21:33 2022,25.2,26.313804626464844,25.062,28.3,28.110931396484375,26.687,27.84,26.2,24.687,24.562,25.75,36.3 %,33.52203369140625,49.9 %,57.6080322265625,480.7110290527344,644.9492797851562,996.064,996.190,996.413,36.10588235294118
Mon Sep  5 20:22:34 2022,25.2,26.257728576660156,25.062,28.2,28.126953125,26.687,27.79,26.2,24.687,24.625,25.687,36.2 %,33.43048095703125,50.3 %,58.2061767578125,477.7940673828125,645.4383544921875,996.052,996.218,996.428,36.417647058823526
Mon Sep  5 20:23:34 2022,25.1,26.228347778320312,25.062,28.2,28.084228515625,26.687,27.86,26.2,24.687,24.562,25.687,36.2 %,33.34503173828125,50.6 %,58.0322265625,477.1575012207031,645.4942626953125,996.045,996.234,996.446,36.588235294117645
Mon Sep  5 20:24:34 2022,25.1,26.198974609375,25.0,28.3,28.084228515625,26.625,27.84,26.2,24.687,24.562,25.75,36.3 %,33.3984375,50.5 %,58.15582275390625,479.2923889160156,645.8214721679688,996.049,996.185,996.450,36.55294117647059
Mon Sep  5 20:25:34 2022,25.1,26.185623168945312,25.0,28.4,28.084228515625,26.625,27.84,26.2,24.687,24.562,25.75,36.4 %,33.50982666015625,50.4 %,58.24737548828125,477.14324951171875,646.3842163085938,996.067,996.172,996.423,35.83529411764706
Mon Sep  5 20:26:35 2022,25.0,26.129547119140625,25.0,28.5,28.054855346679688,26.625,27.84,26.2,24.687,24.562,25.75,36.7 %,33.92181396484375,50.4 %,58.5540771484375,476.47711181640625,648.9005126953125,996.054,996.145,996.405,37.0
Mon Sep  5 20:27:35 2022,25.0,26.084152221679688,24.937,28.5,28.068206787109375,26.562,27.805,26.2,24.687,24.562,25.75,36.6 %,33.6883544921875,50.3 %,58.71429443359375,473.8113708496094,650.8068237304688,996.047,996.164,996.401,37.241176470588236
Mon Sep  5 20:28:35 2022,24.9,26.100173950195312,24.937,28.6,28.04150390625,26.625,27.82,26.2,24.687,24.562,25.75,36.7 %,33.72039794921875,50.4 %,58.856201171875,475.9425048828125,650.354736328125,996.012,996.153,996.381,36.694117647058825
Mon Sep  5 20:29:35 2022,24.9,26.084152221679688,24.875,28.6,28.068206787109375,26.625,27.84,26.2,24.687,24.562,25.75,36.8 %,33.837890625,50.2 %,58.81500244140625,476.75653076171875,649.5195922851562,996.015,996.132,996.390,36.50588235294118
Mon Sep  5 20:30:36 2022,24.9,26.084152221679688,24.812,28.6,28.012130737304688,26.625,27.805,26.2,24.687,24.562,25.75,37.0 %,33.93096923828125,50.4 %,59.09881591796875,478.8580322265625,648.2435913085938,996.010,996.112,996.417,36.76470588235294
Mon Sep  5 20:31:36 2022,24.9,26.057449340820312,24.812,28.6,28.028152465820312,26.625,27.73,26.2,24.687,24.562,25.75,37.1 %,34.075927734375,50.5 %,59.08966064453125,479.2592468261719,647.9435424804688,996.003,996.157,996.403,36.752941176470586
Mon Sep  5 20:32:36 2022,24.8,26.057449340820312,24.812,28.5,28.04150390625,26.625,27.875,26.2,24.687,24.562,25.75,37.0 %,33.8897705078125,50.7 %,59.33837890625,480.56292724609375,648.8681640625,995.989,996.172,996.398,36.870588235294115
Mon Sep  5 20:33:37 2022,24.8,26.044097900390625,24.75,28.5,28.028152465820312,26.625,27.915,26.2,24.687,24.562,25.75,37.0 %,33.87451171875,50.8 %,59.46044921875,482.82659912109375,648.3411254882812,996.012,996.143,996.417,36.72352941176471
Mon Sep  5 20:34:37 2022,24.8,26.001373291015625,24.75,28.5,28.012130737304688,26.625,27.815,26.2,24.687,24.5,25.75,36.9 %,33.8714599609375,50.8 %,59.37957763671875,481.9958190917969,648.328125,996.017,996.183,996.468,36.27058823529412
Mon Sep  5 20:35:37 2022,24.8,26.028076171875,24.687,28.5,28.028152465820312,26.625,27.875,26.2,24.687,24.562,25.687,37.1 %,34.04541015625,50.7 %,59.28192138671875,484.82708740234375,648.2349243164062,996.026,996.166,996.461,35.858823529411765
Mon Sep  5 20:36:37 2022,24.8,25.9853515625,24.75,28.5,28.012130737304688,26.625,27.835,26.2,24.687,24.562,25.75,37.1 %,34.01336669921875,51.0 %,59.67254638671875,484.9325866699219,648.2634887695312,996.016,996.157,996.456,37.17058823529412
Mon Sep  5 20:37:37 2022,24.8,25.915924072265625,24.687,28.5,28.012130737304688,26.625,27.775,26.2,24.687,24.562,25.75,37.0 %,34.06219482421875,51.1 %,59.72747802734375,481.19189453125,647.0386352539062,996.026,996.172,996.472,36.85294117647059
Mon Sep  5 20:38:38 2022,24.8,25.88922119140625,24.687,28.5,28.012130737304688,26.625,27.825,26.2,24.687,24.562,25.75,37.2 %,34.27276611328125,51.0 %,59.759521484375,479.4778747558594,648.0960693359375,996.035,996.183,996.456,36.98235294117647
Mon Sep  5 20:39:38 2022,24.7,25.84649658203125,24.687,28.5,27.998779296875,26.562,27.825,26.2,24.687,24.562,25.75,37.3 %,34.320068359375,51.2 %,59.78240966796875,479.6122741699219,647.9090576171875,996.022,996.151,996.436,36.78823529411765
Mon Sep  5 20:40:38 2022,24.7,25.80377197265625,24.687,28.5,27.998779296875,26.625,27.775,26.2,24.687,24.562,25.75,37.2 %,34.3048095703125,51.2 %,59.82666015625,477.9088439941406,649.2295532226562,995.976,996.147,996.483,36.93529411764706
Mon Sep  5 20:41:38 2022,24.7,25.817123413085938,24.625,28.5,27.985427856445312,26.562,27.82,26.1,24.687,24.5,25.75,37.3 %,34.3841552734375,51.2 %,59.71221923828125,479.9486389160156,651.9153442382812,995.986,996.133,996.404,36.923529411764704
Mon Sep  5 20:42:39 2022,24.6,25.74768829345703,24.562,28.5,27.998779296875,26.562,27.855,26.1,24.687,24.5,25.75,37.3 %,34.283447265625,51.1 %,59.7137451171875,481.54901123046875,653.1239624023438,996.029,996.162,996.421,36.94705882352941
Mon Sep  5 20:43:39 2022,24.6,25.71831512451172,24.562,28.5,27.985427856445312,26.562,27.775,26.1,24.687,24.5,25.75,37.4 %,34.5062255859375,51.2 %,59.85565185546875,480.33514404296875,654.4229736328125,996.026,996.131,996.438,36.27058823529412
Mon Sep  5 20:44:39 2022,24.6,25.70496368408203,24.562,28.5,27.985427856445312,26.562,27.835,26.1,24.687,24.5,25.687,37.6 %,34.70458984375,51.2 %,59.7808837890625,480.3516540527344,656.0166015625,996.036,996.139,996.486,36.73529411764706
Mon Sep  5 20:45:39 2022,24.5,25.678260803222656,24.562,28.4,27.985427856445312,26.562,27.75,26.1,24.687,24.5,25.75,37.6 %,34.661865234375,51.3 %,60.01434326171875,477.5625915527344,656.7847900390625,996.072,996.189,996.476,36.82941176470588
Mon Sep  5 20:46:40 2022,24.5,25.66223907470703,24.5,28.5,27.972076416015625,26.562,27.815,26.1,24.687,24.5,25.75,37.5 %,34.55657958984375,51.2 %,59.686279296875,478.7845458984375,657.2750854492188,996.062,996.204,996.514,36.38823529411765
Mon Sep  5 20:47:40 2022,24.5,25.61951446533203,24.5,28.4,27.985427856445312,26.562,27.73,26.1,24.687,24.5,25.75,37.7 %,34.86785888671875,51.3 %,59.881591796875,478.9567565917969,657.2500610351562,996.100,996.242,996.481,36.741176470588236
Mon Sep  5 20:48:40 2022,24.5,25.57946014404297,24.437,28.4,27.985427856445312,26.562,27.81,26.1,24.687,24.5,25.75,37.8 %,34.942626953125,51.3 %,59.9822998046875,478.91790771484375,657.0390014648438,996.066,996.211,996.501,36.6
Mon Sep  5 20:49:41 2022,24.5,25.592811584472656,24.437,28.5,27.9560546875,26.5,27.77,26.1,24.687,24.5,25.687,38.0 %,35.089111328125,51.2 %,59.85107421875,480.27911376953125,657.736083984375,996.081,996.218,996.484,37.529411764705884
Mon Sep  5 20:50:41 2022,24.4,25.50469207763672,24.375,28.4,27.942703247070312,26.562,27.795,26.1,24.687,24.5,25.75,38.4 %,35.5560302734375,51.4 %,60.0067138671875,482.4949035644531,655.615234375,996.072,996.216,996.465,37.26470588235294
Mon Sep  5 20:51:41 2022,24.4,25.477989196777344,24.375,28.4,27.9560546875,26.5,27.73,26.1,24.687,24.5,25.687,38.3 %,35.43548583984375,51.3 %,59.97772216796875,484.7159729003906,657.0651245117188,996.084,996.201,996.479,36.411764705882355
Mon Sep  5 20:52:41 2022,24.4,25.44861602783203,24.312,28.4,27.929351806640625,26.5,27.785,26.1,24.687,24.437,25.687,38.3 %,35.43243408203125,51.4 %,60.09674072265625,487.5340270996094,657.2088623046875,996.104,996.203,996.506,37.38235294117647
Mon Sep  5 20:53:42 2022,24.3,25.49134063720703,24.312,28.4,27.929351806640625,26.5,27.765,26.1,24.687,24.437,25.687,37.8 %,34.722900390625,51.4 %,60.2630615234375,487.19732666015625,658.5328369140625,996.088,996.246,996.553,36.98823529411764
Mon Sep  5 20:54:42 2022,24.3,25.53406524658203,24.312,28.4,27.913330078125,26.5,27.745,26.1,24.687,24.437,25.687,37.8 %,34.62066650390625,51.4 %,60.20660400390625,487.81646728515625,659.99560546875,996.065,996.221,996.551,36.417647058823526
Mon Sep  5 20:55:42 2022,24.3,25.477989196777344,24.25,28.4,27.913330078125,26.5,27.705,26.1,24.687,24.437,25.687,37.8 %,34.77630615234375,51.4 %,60.05706787109375,486.7215881347656,662.18212890625,996.084,996.271,996.533,35.78823529411765
Mon Sep  5 20:56:42 2022,24.3,25.46196746826172,24.25,28.4,27.913330078125,26.5,27.7,26.1,24.687,24.437,25.75,37.8 %,34.735107421875,51.5 %,60.35003662109375,484.79144287109375,661.9924926757812,996.091,996.290,996.552,36.470588235294116
Mon Sep  5 20:57:43 2022,24.3,25.44861602783203,24.25,28.4,27.899978637695312,26.5,27.73,26.1,24.687,24.437,25.687,37.9 %,34.7991943359375,51.5 %,60.15625,481.1114807128906,662.8139038085938,996.102,996.270,996.562,36.023529411764706
Mon Sep  5 20:58:43 2022,24.3,25.44861602783203,24.25,28.4,27.899978637695312,26.437,27.695,26.1,24.687,24.437,25.687,37.9 %,34.82666015625,51.5 %,60.2935791015625,482.3853759765625,666.2426147460938,996.119,996.239,996.519,36.89411764705882
Mon Sep  5 20:59:43 2022,24.3,25.49134063720703,24.25,28.4,27.929351806640625,26.437,27.73,26.1,24.687,24.437,25.687,38.0 %,34.881591796875,51.5 %,60.25238037109375,483.310302734375,666.6784057617188,996.090,996.243,996.530,36.46470588235294
Mon Sep  5 21:00:43 2022,24.3,25.49134063720703,24.25,28.4,27.913330078125,26.5,27.75,26.1,24.687,24.437,25.687,38.0 %,34.9609375,51.6 %,60.50872802734375,483.9287414550781,667.0443725585938,996.079,996.273,996.501,36.00588235294118
Mon Sep  5 21:01:44 2022,24.3,25.44861602783203,24.25,28.4,27.899978637695312,26.437,27.74,26.1,24.687,24.437,25.687,38.1 %,34.9700927734375,51.7 %,60.47210693359375,482.258544921875,668.2867431640625,996.074,996.249,996.553,36.28823529411765
Mon Sep  5 21:02:44 2022,24.3,25.44861602783203,24.25,28.4,27.899978637695312,26.437,27.685,26.1,24.625,24.437,25.687,38.1 %,34.942626953125,51.6 %,60.394287109375,479.69903564453125,670.0570068359375,996.091,996.241,996.555,36.99411764705882
Mon Sep  5 21:03:44 2022,24.3,25.40589141845703,24.187,28.4,27.873275756835938,26.437,27.685,26.1,24.687,24.437,25.687,38.1 %,35.03265380859375,51.7 %,60.49041748046875,480.0038757324219,670.80859375,996.066,996.224,996.586,36.66470588235294
Mon Sep  5 21:04:44 2022,24.3,25.379188537597656,24.25,28.4,27.873275756835938,26.437,27.715,26.1,24.687,24.437,25.687,38.1 %,35.0830078125,51.7 %,60.53314208984375,481.7725524902344,672.2466430664062,996.067,996.264,996.546,35.523529411764706
Mon Sep  5 21:05:45 2022,24.3,25.392539978027344,24.187,28.3,27.886627197265625,26.437,27.665,26.1,24.687,24.437,25.687,38.1 %,35.0830078125,51.8 %,60.6048583984375,481.38543701171875,673.5958251953125,996.126,996.265,996.543,36.85294117647059
Mon Sep  5 21:06:45 2022,24.3,25.336463928222656,24.25,28.3,27.843902587890625,26.437,27.66,26.1,24.687,24.437,25.687,38.3 %,35.34393310546875,51.7 %,60.5743408203125,481.9443664550781,671.4819946289062,996.054,996.243,996.492,36.688235294117646
Mon Sep  5 21:07:45 2022,24.2,25.293739318847656,24.187,28.3,27.843902587890625,26.437,27.695,26.1,24.687,24.375,25.625,38.4 %,35.4827880859375,51.8 %,60.528564453125,483.72894287109375,670.2706298828125,996.065,996.191,996.493,36.858823529411765
Mon Sep  5 21:08:45 2022,24.2,25.32311248779297,24.187,28.3,27.814529418945312,26.375,27.655,26.1,24.687,24.437,25.687,38.6 %,35.77880859375,51.8 %,60.47821044921875,484.7213134765625,668.391845703125,996.016,996.197,996.458,37.294117647058826
Mon Sep  5 21:09:46 2022,24.2,25.22430419921875,24.187,28.3,27.843902587890625,26.375,27.685,26.1,24.687,24.375,25.687,38.9 %,36.2152099609375,51.8 %,60.63232421875,485.3059387207031,669.0379638671875,996.008,996.155,996.434,36.51764705882353
Mon Sep  5 21:10:46 2022,24.2,25.28038787841797,24.125,28.3,27.814529418945312,26.375,27.635,26.1,24.687,24.437,25.625,40.0 %,37.1978759765625,51.9 %,60.73760986328125,488.5544738769531,670.8497924804688,995.999,996.185,996.437,36.77058823529412
Mon Sep  5 21:11:46 2022,24.1,25.237655639648438,24.0,28.3,27.801177978515625,26.375,27.71,26.1,24.687,24.375,25.687,39.6 %,36.53106689453125,51.9 %,60.6231689453125,492.1789855957031,673.9027709960938,995.997,996.198,996.458,36.31764705882353
Mon Sep  5 21:12:46 2022,24.1,25.125503540039062,24.0,28.3,27.814529418945312,26.375,27.66,26.1,24.687,24.375,25.687,40.3 %,37.53509521484375,51.8 %,60.614013671875,494.36541748046875,677.6427612304688,995.938,996.157,996.380,36.68235294117647
Mon Sep  5 21:13:47 2022,24.0,25.026702880859375,23.937,28.3,27.787826538085938,26.375,27.605,26.1,24.625,24.375,25.687,40.3 %,37.26348876953125,51.8 %,60.4644775390625,495.9985046386719,679.8892211914062,995.963,996.120,996.399,36.35294117647059
Mon Sep  5 21:14:47 2022,24.0,25.040054321289062,23.937,28.3,27.801177978515625,26.375,27.65,26.1,24.687,24.375,25.625,40.2 %,37.1337890625,51.8 %,60.43243408203125,494.9488220214844,681.7516479492188,995.965,996.127,996.380,37.04117647058823
Mon Sep  5 21:15:47 2022,24.0,24.997329711914062,23.875,28.2,27.77447509765625,26.375,27.59,26.1,24.687,24.375,25.625,40.6 %,37.7227783203125,51.9 %,60.7421875,493.9781494140625,683.3136596679688,995.923,996.089,996.389,35.95882352941177
Mon Sep  5 21:16:47 2022,23.9,24.981307983398438,23.875,28.2,27.787826538085938,26.375,27.585,26.0,24.687,24.375,25.625,41.0 %,37.945556640625,51.8 %,60.430908203125,494.018310546875,683.6275024414062,995.900,996.080,996.367,36.94705882352941
Mon Sep  5 21:17:47 2022,23.9,24.911880493164062,23.812,28.2,27.787826538085938,26.312,27.615,26.0,24.687,24.375,25.625,40.6 %,37.542724609375,52.1 %,60.82916259765625,491.67974853515625,682.7969970703125,995.913,996.071,996.356,35.794117647058826
Mon Sep  5 21:18:48 2022,23.9,24.911880493164062,23.812,28.2,27.755783081054688,26.312,27.625,26.0,24.625,24.375,25.625,40.4 %,37.4359130859375,52.0 %,60.833740234375,490.67333984375,680.20166015625,995.901,996.106,996.364,35.77058823529412
Mon Sep  5 21:19:48 2022,23.9,24.898529052734375,23.812,28.2,27.77447509765625,26.312,27.62,26.0,24.687,24.375,25.625,40.3 %,37.18414306640625,52.0 %,60.70709228515625,489.962646484375,680.0586547851562,995.911,996.083,996.379,34.88235294117647
Mon Sep  5 21:20:48 2022,23.8,24.92523193359375,23.812,28.2,27.755783081054688,26.312,27.575,26.0,24.687,24.312,25.625,40.2 %,37.05596923828125,51.9 %,60.48126220703125,490.0287780761719,680.8262329101562,995.935,996.132,996.366,37.09411764705882
Mon Sep  5 21:21:48 2022,23.9,24.855804443359375,23.75,28.2,27.755783081054688,26.312,27.58,26.0,24.625,24.375,25.687,40.0 %,36.91864013671875,51.9 %,60.41259765625,489.7591552734375,680.5120239257812,995.960,996.078,996.398,36.529411764705884
Mon Sep  5 21:22:49 2022,23.9,24.869155883789062,23.75,28.2,27.755783081054688,26.312,27.575,26.0,24.625,24.375,25.625,39.8 %,36.85455322265625,52.0 %,60.71624755859375,489.7430419921875,685.519775390625,995.959,996.061,996.401,36.13529411764706
Mon Sep  5 21:23:49 2022,23.9,24.92523193359375,23.75,28.2,27.74242401123047,26.312,27.615,26.0,24.625,24.375,25.625,39.8 %,36.767578125,51.8 %,60.28594970703125,488.86749267578125,689.2500610351562,996.005,996.116,996.429,36.6
Mon Sep  5 21:24:49 2022,23.9,24.869155883789062,23.75,28.2,27.715721130371094,26.312,27.6,26.0,24.625,24.312,25.625,40.0 %,37.0758056640625,52.0 %,60.49652099609375,486.9271545410156,691.3902587890625,995.948,996.137,996.399,36.423529411764704
Mon Sep  5 21:25:50 2022,23.9,24.869155883789062,23.75,28.2,27.74242401123047,26.312,27.555,26.0,24.687,24.312,25.625,40.0 %,37.06512451171875,51.9 %,60.57891845703125,483.9967956542969,691.6519165039062,995.967,996.143,996.420,36.45882352941177
Mon Sep  5 21:26:50 2022,23.8,24.842453002929688,23.75,28.2,27.715721130371094,26.25,27.605,26.0,24.687,24.312,25.625,40.2 %,37.298583984375,51.9 %,60.382080078125,484.9382019042969,691.610595703125,995.975,996.161,996.420,35.87647058823529
Mon Sep  5 21:27:50 2022,23.8,24.869155883789062,23.75,28.2,27.72907257080078,26.25,27.575,26.0,24.625,24.312,25.625,40.2 %,37.261962890625,51.9 %,60.60028076171875,485.2382507324219,691.8635864257812,995.972,996.156,996.443,36.747058823529414
Mon Sep  5 21:28:50 2022,23.8,24.869155883789062,23.75,28.1,27.69969940185547,26.25,27.555,26.0,24.625,24.312,25.625,40.5 %,37.51068115234375,52.0 %,60.62774658203125,487.3042907714844,692.4227294921875,995.966,996.132,996.406,36.4
Mon Sep  5 21:29:51 2022,23.8,24.869155883789062,23.75,28.1,27.69969940185547,26.25,27.53,26.0,24.625,24.312,25.625,40.5 %,37.43133544921875,51.9 %,60.44921875,488.2079162597656,694.3746337890625,995.956,996.113,996.409,37.088235294117645
Mon Sep  5 21:30:51 2022,23.8,24.799728393554688,23.75,28.1,27.69969940185547,26.25,27.54,26.0,24.625,24.312,25.625,40.6 %,37.63580322265625,52.0 %,60.47210693359375,491.95184326171875,697.64306640625,995.930,996.099,996.404,36.07058823529412
Mon Sep  5 21:31:51 2022,23.7,24.786376953125,23.687,28.1,27.69969940185547,26.25,27.57,26.0,24.625,24.312,25.625,40.5 %,37.542724609375,52.0 %,60.70709228515625,490.7618103027344,699.8244018554688,995.914,996.061,996.378,35.46470588235294
Mon Sep  5 21:32:51 2022,23.8,24.786376953125,23.687,28.1,27.69969940185547,26.25,27.56,26.0,24.625,24.312,25.625,40.2 %,37.13531494140625,52.0 %,60.41412353515625,489.1947021484375,699.4738159179688,995.863,996.082,996.390,36.72941176470588
Mon Sep  5 21:33:51 2022,23.7,24.786376953125,23.687,28.1,27.672996520996094,26.25,27.55,26.0,24.625,24.312,25.562,39.8 %,36.81793212890625,52.0 %,60.69183349609375,488.57000732421875,701.1155395507812,995.895,996.054,996.377,37.46470588235294
Mon Sep  5 21:34:52 2022,23.7,24.786376953125,23.687,28.1,27.69969940185547,26.25,27.51,26.0,24.625,24.312,25.625,39.8 %,36.700439453125,52.0 %,60.58197021484375,487.4890441894531,701.5194091796875,995.926,996.127,996.425,37.04705882352941
Mon Sep  5 21:35:52 2022,23.7,24.786376953125,23.687,28.1,27.65697479248047,26.25,27.48,26.0,24.625,24.312,25.625,39.7 %,36.68670654296875,52.1 %,60.65216064453125,487.4890441894531,699.9697265625,995.919,996.094,996.436,36.747058823529414
Mon Sep  5 21:36:52 2022,23.7,24.799728393554688,23.687,28.1,27.64362335205078,26.25,27.445,26.0,24.625,24.312,25.562,39.7 %,36.63482666015625,52.1 %,60.78033447265625,489.7240905761719,699.42919921875,995.932,996.098,996.434,36.94705882352941
Mon Sep  5 21:37:52 2022,23.7,24.799728393554688,23.687,28.1,27.68634796142578,26.187,27.495,26.0,24.625,24.25,25.562,39.9 %,36.859130859375,52.0 %,60.47821044921875,492.0248718261719,698.2452392578125,995.981,996.130,996.470,36.42941176470588
Mon Sep  5 21:38:53 2022,23.7,24.813079833984375,23.687,28.1,27.65697479248047,26.187,27.52,25.9,24.625,24.312,25.562,40.1 %,37.1490478515625,51.8 %,60.11505126953125,491.0279235839844,697.5914916992188,995.983,996.154,996.457,36.32941176470588
Mon Sep  5 21:39:53 2022,23.7,24.786376953125,23.687,28.1,27.64362335205078,26.187,27.535,25.9,24.625,24.25,25.625,40.3 %,37.34588623046875,51.9 %,60.50567626953125,492.6949157714844,695.3680419921875,995.973,996.169,996.460,36.45882352941177
Mon Sep  5 21:40:53 2022,23.7,24.799728393554688,23.687,28.1,27.64362335205078,26.187,27.48,25.9,24.625,24.312,25.562,40.4 %,37.44049072265625,51.9 %,60.57281494140625,492.09783935546875,694.994384765625,995.959,996.119,996.481,35.811764705882354
Mon Sep  5 21:41:53 2022,23.7,24.757003784179688,23.687,28.1,27.616920471191406,26.187,27.425,25.9,24.625,24.25,25.562,40.6 %,37.579345703125,51.9 %,60.24322509765625,489.9836730957031,695.689208984375,995.961,996.166,996.448,35.84705882352941
Mon Sep  5 21:42:54 2022,23.7,24.714271545410156,23.625,28.0,27.64362335205078,26.187,27.465,25.9,24.625,24.25,25.562,40.6 %,37.548828125,52.0 %,60.67352294921875,491.2013854980469,695.3024291992188,995.986,996.163,996.491,36.12352941176471
Mon Sep  5 21:43:54 2022,23.7,24.727622985839844,23.625,28.0,27.64362335205078,26.187,27.455,25.9,24.625,24.25,25.562,40.5 %,37.4176025390625,51.9 %,60.35919189453125,493.7758483886719,695.7855834960938,995.983,996.179,996.477,36.87647058823529
Mon Sep  5 21:44:54 2022,23.6,24.68756866455078,23.625,28.0,27.630271911621094,26.125,27.445,25.9,24.625,24.25,25.562,40.5 %,37.4542236328125,51.8 %,60.3118896484375,494.61785888671875,696.6995239257812,996.022,996.210,996.491,37.28823529411765
Mon Sep  5 21:45:54 2022,23.6,24.65819549560547,23.562,28.0,27.60089874267578,26.187,27.395,25.9,24.625,24.25,25.562,40.3 %,37.25433349609375,52.0 %,60.51025390625,493.8926086425781,696.3560791015625,996.012,996.172,996.482,37.06470588235294
Mon Sep  5 21:46:55 2022,23.7,24.671546936035156,23.562,28.0,27.574195861816406,26.125,27.39,25.9,24.625,24.25,25.562,40.2 %,37.2406005859375,52.0 %,60.638427734375,492.3240661621094,697.7368774414062,996.020,996.179,996.569,36.423529411764704
Mon Sep  5 21:47:55 2022,23.6,24.671546936035156,23.625,28.0,27.616920471191406,26.125,27.475,25.9,24.625,24.25,25.562,40.3 %,37.26806640625,51.9 %,60.400390625,491.6132507324219,700.0717163085938,996.009,996.194,996.483,36.45294117647059
Mon Sep  5 21:48:55 2022,23.7,24.70092010498047,23.562,28.0,27.56084442138672,26.125,27.505,25.9,24.625,24.25,25.562,40.4 %,37.469482421875,51.9 %,60.53619384765625,490.85577392578125,697.49609375,995.988,996.197,996.498,37.60588235294118
Mon Sep  5 21:49:55 2022,23.6,24.671546936035156,23.562,28.0,27.587547302246094,26.125,27.41,25.9,24.625,24.25,25.5,40.5 %,37.63580322265625,51.8 %,60.24932861328125,488.7272033691406,695.16015625,996.017,996.148,996.481,36.44705882352941
Mon Sep  5 21:50:55 2022,23.6,24.65819549560547,23.562,28.0,27.587547302246094,26.125,27.465,25.9,24.625,24.25,25.562,40.7 %,37.8082275390625,51.8 %,60.24932861328125,487.9224853515625,694.2286987304688,996.001,996.137,996.500,35.21176470588235
